transaction_id,order_date,customer_id,product_id,product_category,quantity,unit_price,discount,revenue,region,sales_channel,customer_type
146910,2023-02-03,7393,5497,Health & Wellness,5,120.4,0.0,602.0,South,Offline,Returning
138707,2023-02-03,7837,5283,Sports & Outdoors,2,728.81,0.05,1384.74,South,Online,Returning
144867,2023-02-03,10324,5422,Clothing,1,85.51,0.05,81.23,East,Offline,New
144952,2023-02-03,3134,5101,Electronics,2,1023.21,0.2,1637.14,South,Online,Returning
119908,2023-02-03,5586,5201,Toys & Games,2,47.18,0.15,80.21,South,Online,Returning
111477,2023-02-03,3534,5043,Health & Wellness,3,55.16,0.0,165.48,North,Online,Returning
136341,2023-02-03,3058,5320,Health & Wellness,1,196.96,0.0,196.96,South,Offline,Returning
146698,2023-02-03,7126,5138,Grocery,5,90.29,0.0,451.45,North,Online,New
148865,2023-02-03,3314,5426,Toys & Games,1,144.35,0.1,129.92,Central,Offline,New
136597,2023-02-03,2838,5135,Home & Kitchen,3,67.82,0.0,203.46,Central,Online,Returning
115281,2023-02-03,3283,5307,Books,5,52.58,0.0,262.9,North,Offline,Returning
126094,2023-02-03,2302,5065,Toys & Games,4,72.3,0.05,274.74,North,Offline,New
117303,2023-02-03,3307,5333,Grocery,1,55.54,0.05,52.76,North,Offline,New
132233,2023-02-03,4532,5050,Sports & Outdoors,1,211.42,0.0,211.42,West,Online,Returning
105646,2023-02-03,9467,5288,Electronics,3,270.76,0.0,812.28,Central,Offline,New
107999,2023-02-03,7565,5168,Automotive,1,667.38,0.15,567.27,Central,Online,New
120420,2023-02-03,8093,5098,Toys & Games,6,53.57,0.1,289.28,North,Offline,New
102659,2023-02-03,5458,5358,Clothing,9,190.29,0.05,1626.98,West,Online,New
129220,2023-02-03,8895,5099,Office Supplies,4,52.15,0.0,208.6,West,Online,Returning
104189,2023-02-03,2123,5368,Home & Kitchen,2,184.22,0.0,368.44,North,Online,Returning
117423,2023-02-03,9025,5312,Office Supplies,2,155.15,0.0,310.3,North,Online,Returning
122710,2023-02-03,3417,5037,Beauty & Personal Care,1,110.05,0.0,110.05,East,Offline,New
140898,2023-02-03,1930,5278,Grocery,3,42.75,0.0,128.25,West,Online,New
130991,2023-02-03,8162,5491,Clothing,1,153.84,0.05,146.15,North,Offline,New
112521,2023-02-03,8796,5405,Home & Kitchen,6,456.08,0.0,2736.48,East,Offline,New
126170,2023-02-03,1131,5288,Electronics,1,127.32,0.05,120.95,South,Online,Returning
139939,2023-02-03,8735,5028,Books,4,51.26,0.0,205.04,South,Offline,Returning
126640,2023-02-04,5436,5352,Health & Wellness,1,79.85,0.0,79.85,West,Online,Returning
139343,2023-02-04,2181,5446,Grocery,6,60.99,0.05,347.64,Central,Online,New
109556,2023-02-04,1852,5335,Pet Supplies,1,117.63,0.0,117.63,North,Online,New
116327,2023-02-04,1860,5224,Home & Kitchen,1,141.89,0.1,127.7,East,Online,Returning
116746,2023-02-04,10874,5274,Automotive,5,106.19,0.1,477.86,Central,Offline,Returning
143223,2023-02-04,7637,5103,Home & Kitchen,4,24.62,0.0,98.48,South,Online,New
135392,2023-02-04,1521,5410,Electronics,6,1922.79,0.0,11536.74,West,Offline,Returning
117902,2023-02-04,6584,5200,Grocery,2,96.97,0.0,193.94,South,Offline,Returning
119293,2023-02-04,2652,5377,Sports & Outdoors,1,682.73,0.0,682.73,North,Online,Returning
148188,2023-02-04,2754,5086,Sports & Outdoors,7,532.01,0.15,3165.46,East,Online,Returning
104630,2023-02-04,6729,5246,Office Supplies,2,84.9,0.1,152.82,North,Offline,Returning
109753,2023-02-04,9557,5231,Home & Kitchen,9,487.31,0.0,4385.79,South,Online,Returning
119302,2023-02-04,4553,5308,Clothing,1,194.71,0.2,155.77,North,Offline,Returning
134059,2023-02-04,1872,5325,Sports & Outdoors,3,355.48,0.0,1066.44,North,Offline,Returning
147068,2023-02-04,5927,5329,Clothing,2,29.4,0.25,44.1,Central,Offline,Returning
130881,2023-02-04,7681,5392,Electronics,1,161.91,0.15,137.62,West,Offline,Returning
110696,2023-02-04,7287,5103,Grocery,3,27.46,0.2,65.9,West,Online,Returning
126027,2023-02-04,7894,5458,Beauty & Personal Care,1,40.43,0.05,38.41,North,Offline,Returning
144319,2023-02-04,8883,5425,Sports & Outdoors,7,765.35,0.05,5089.58,East,Offline,Returning
143091,2023-02-04,4059,5281,Pet Supplies,2,122.27,0.0,244.54,West,Online,Returning
110512,2023-02-04,1088,5125,Electronics,3,1287.28,0.15,3282.56,North,Online,Returning
117036,2023-02-04,3261,5230,Sports & Outdoors,1,341.0,0.1,306.9,North,Online,Returning
101568,2023-02-04,8568,5226,Electronics,5,527.9,0.05,2507.52,North,Online,New
129517,2023-02-04,7574,5223,Toys & Games,6,50.24,0.0,301.44,West,Online,Returning
130791,2023-02-04,6387,5170,Clothing,3,190.04,0.1,513.11,Central,Online,Returning
137128,2023-02-04,2937,5176,Automotive,1,715.45,0.0,715.45,South,Online,Returning
132176,2023-02-04,4094,5272,Office Supplies,2,18.27,0.25,27.4,North,Online,Returning
145463,2023-02-04,4354,5112,Toys & Games,7,91.23,0.05,606.68,South,Online,Returning
131084,2023-02-04,4892,5009,Grocery,2,5.64,0.15,9.59,South,Offline,Returning
111584,2023-02-04,6505,5267,Electronics,1,1679.03,0.05,1595.08,South,Offline,Returning
128562,2023-02-04,10259,5376,Electronics,4,767.47,0.15,2609.4,Central,Online,Returning
114401,2023-02-04,4061,5143,Grocery,5,68.26,0.25,255.98,East,Online,Returning
106939,2023-02-04,7573,5378,Electronics,1,251.22,0.0,251.22,East,Online,Returning
125041,2023-02-04,5159,5303,Pet Supplies,1,119.47,0.0,119.47,North,Online,New
140055,2023-02-04,4507,5323,Beauty & Personal Care,3,111.76,0.15,284.99,West,Online,New
133376,2023-02-04,9470,5363,Electronics,8,274.88,0.05,2089.09,West,Offline,New
125398,2023-02-04,6632,5282,Home & Kitchen,3,371.83,0.05,1059.72,Central,Online,Returning
143448,2023-02-04,3272,5497,Health & Wellness,2,45.72,0.2,73.15,East,Online,New
121047,2023-02-04,10176,5334,Electronics,1,1968.62,0.05,1870.19,Central,Online,Returning
118666,2023-02-04,8577,5351,Home & Kitchen,9,99.15,0.05,847.73,West,Online,New
100624,2023-02-04,2118,5333,Books,2,38.45,0.0,76.9,South,Offline,Returning
143501,2023-02-04,3853,5385,Books,1,11.04,0.1,9.94,North,Online,New
122003,2023-02-05,6338,5337,Sports & Outdoors,1,220.52,0.1,198.47,South,Offline,Returning
119777,2023-02-05,6942,5319,Electronics,1,1025.28,0.05,974.02,East,Online,New
140599,2023-02-05,8770,5381,Grocery,2,91.17,0.0,182.34,Central,Online,Returning
140492,2023-02-05,6630,5017,Beauty & Personal Care,2,43.82,0.0,87.64,North,Offline,Returning
118752,2023-02-05,9819,5180,Grocery,2,17.73,0.0,35.46,North,Online,Returning
146096,2023-02-05,3301,5140,Home & Kitchen,1,205.26,0.0,205.26,East,Online,Returning
117671,2023-02-05,2046,5128,Electronics,1,719.0,0.05,683.05,North,Online,Returning
106726,2023-02-05,2884,5244,Grocery,1,71.05,0.1,63.94,North,Offline,Returning
119322,2023-02-05,8588,5034,Sports & Outdoors,3,342.18,0.1,923.89,South,Online,Returning
149881,2023-02-05,6789,5388,Electronics,9,1947.15,0.0,17524.35,West,Online,New
121587,2023-02-05,5767,5270,Grocery,1,94.21,0.2,75.37,North,Online,New
134528,2023-02-05,9446,5410,Clothing,3,109.43,0.0,328.29,Central,Offline,Returning
110223,2023-02-05,3331,5170,Books,1,19.84,0.0,19.84,South,Online,Returning
106208,2023-02-05,2164,5409,Grocery,3,5.41,0.0,16.23,East,Online,New
138358,2023-02-05,6798,5434,Grocery,1,83.73,0.15,71.17,North,Online,New
134002,2023-02-05,10553,5149,Electronics,8,427.35,0.1,3076.92,North,Offline,Returning
146291,2023-02-05,7095,5280,Clothing,1,142.5,0.0,142.5,Central,Online,Returning
128396,2023-02-05,2225,5232,Grocery,6,82.26,0.0,493.56,North,Offline,Returning
130179,2023-02-05,9103,5094,Grocery,1,42.33,0.0,42.33,West,Online,New
134229,2023-02-05,3527,5250,Automotive,1,145.31,0.15,123.51,Central,Offline,Returning
110819,2023-02-05,5692,5395,Clothing,6,182.46,0.05,1040.02,Central,Online,Returning
120112,2023-02-05,2335,5060,Sports & Outdoors,1,220.95,0.05,209.9,West,Offline,Returning
145497,2023-02-05,9592,5233,Toys & Games,5,56.2,0.25,210.75,West,Offline,Returning
140127,2023-02-05,9414,5425,Beauty & Personal Care,6,143.28,0.2,687.74,West,Offline,New
110848,2023-02-05,4067,5314,Beauty & Personal Care,2,48.35,0.1,87.03,South,Offline,Returning
149362,2023-02-05,2145,5100,Books,6,55.46,0.0,332.76,East,Offline,Returning
124868,2023-02-05,2209,5061,Electronics,2,1971.91,0.0,3943.82,South,Online,Returning
111620,2023-02-05,10488,5059,Health & Wellness,1,246.1,0.05,233.8,East,Online,Returning
144666,2023-02-05,6800,5001,Health & Wellness,2,195.33,0.0,390.66,Central,Online,Returning
143757,2023-02-05,6408,5108,Toys & Games,3,58.37,0.1,157.6,North,Offline,Returning
119540,2023-02-05,3787,5149,Books,1,10.9,0.0,10.9,Central,Online,Returning
143601,2023-02-05,6383,5336,Grocery,1,18.45,0.0,18.45,North,Online,Returning
139777,2023-02-05,6878,5274,Clothing,1,192.48,0.0,192.48,South,Offline,Returning
127603,2023-02-05,5842,5222,Sports & Outdoors,3,431.28,0.15,1099.76,West,Offline,Returning
104820,2023-02-05,1322,5343,Electronics,2,214.55,0.2,343.28,West,Offline,Returning
148711,2023-02-05,9308,5295,Toys & Games,8,28.54,0.05,216.9,South,Online,New
103760,2023-02-05,5564,5419,Sports & Outdoors,3,294.26,0.15,750.36,West,Offline,New
108149,2023-02-06,7803,5431,Beauty & Personal Care,4,122.98,0.0,491.92,South,Offline,Returning
120267,2023-02-06,3029,5348,Toys & Games,1,51.9,0.05,49.3,East,Online,Returning
110975,2023-02-06,8035,5479,Clothing,2,47.76,0.0,95.52,Central,Offline,Returning
136252,2023-02-06,6881,5320,Beauty & Personal Care,1,37.52,0.25,28.14,West,Online,New
128161,2023-02-06,1280,5115,Electronics,2,1110.82,0.05,2110.56,West,Offline,Returning
136619,2023-02-06,1495,5256,Toys & Games,1,63.94,0.2,51.15,South,Offline,New
125816,2023-02-06,9918,5373,Toys & Games,2,62.83,0.0,125.66,East,Offline,New
129734,2023-02-06,5614,5252,Health & Wellness,2,204.15,0.05,387.88,Central,Offline,New
135162,2023-02-06,10457,5233,Beauty & Personal Care,9,24.43,0.0,219.87,Central,Online,Returning
137037,2023-02-06,3798,5362,Grocery,3,55.14,0.2,132.34,East,Online,Returning
137557,2023-02-06,1087,5388,Toys & Games,1,60.7,0.0,60.7,Central,Online,Returning
114768,2023-02-06,9715,5146,Electronics,2,1063.78,0.0,2127.56,South,Offline,Returning
134647,2023-02-06,1184,5487,Office Supplies,2,191.48,0.0,382.96,Central,Online,Returning
117246,2023-02-06,8485,5477,Health & Wellness,6,101.54,0.05,578.78,East,Offline,Returning
117033,2023-02-06,8110,5303,Books,4,16.12,0.0,64.48,East,Offline,Returning
129381,2023-02-06,10264,5208,Grocery,1,41.82,0.05,39.73,South,Online,New
111364,2023-02-06,4411,5049,Grocery,1,40.2,0.05,38.19,South,Online,Returning
127805,2023-02-06,8209,5331,Books,4,55.57,0.1,200.05,North,Online,New
104299,2023-02-06,9373,5315,Beauty & Personal Care,2,139.03,0.05,264.16,South,Online,Returning
111937,2023-02-06,8576,5356,Electronics,1,832.32,0.05,790.7,West,Online,New
123663,2023-02-06,10336,5230,Beauty & Personal Care,2,101.03,0.0,202.06,South,Online,New
125682,2023-02-06,2755,5076,Electronics,7,1462.0,0.0,10234.0,South,Online,Returning
148269,2023-02-06,9965,5079,Home & Kitchen,1,375.05,0.15,318.79,South,Offline,Returning
103230,2023-02-06,7040,5103,Electronics,3,1396.49,0.0,4189.47,West,Online,Returning
144874,2023-02-06,3891,5260,Toys & Games,1,128.89,0.0,128.89,East,Online,Returning
142089,2023-02-06,10853,5261,Health & Wellness,2,40.1,0.05,76.19,South,Online,Returning
138375,2023-02-06,6184,5025,Electronics,2,1845.81,0.0,3691.62,West,Online,Returning
104801,2023-02-06,5931,5099,Grocery,4,45.38,0.05,172.44,North,Online,New
130243,2023-02-06,7792,5173,Electronics,2,1182.59,0.0,2365.18,East,Online,Returning
124453,2023-02-06,7835,5021,Office Supplies,3,187.64,0.15,478.48,East,Offline,Returning
140213,2023-02-06,9101,5125,Pet Supplies,5,39.78,0.1,179.01,West,Online,Returning
121429,2023-02-06,3742,5021,Sports & Outdoors,1,172.63,0.05,164.0,East,Online,Returning
137323,2023-02-06,7969,5054,Sports & Outdoors,4,94.31,0.0,377.24,East,Offline,Returning
106723,2023-02-06,10901,5187,Sports & Outdoors,2,352.54,0.25,528.81,Central,Offline,New
136536,2023-02-06,1321,5042,Electronics,2,722.4,0.05,1372.56,South,Online,Returning
105160,2023-02-06,8790,5459,Beauty & Personal Care,2,16.33,0.0,32.66,Central,Offline,New
108974,2023-02-06,10553,5420,Beauty & Personal Care,10,24.29,0.1,218.61,East,Offline,New
142925,2023-02-06,7458,5428,Grocery,2,56.54,0.0,113.08,South,Offline,Returning
126502,2023-02-07,10107,5267,Sports & Outdoors,3,783.15,0.0,2349.45,West,Online,New
109403,2023-02-07,1033,5483,Grocery,1,27.48,0.0,27.48,North,Online,New
133013,2023-02-07,5140,5066,Clothing,1,99.18,0.05,94.22,North,Online,New
141334,2023-02-07,3673,5494,Toys & Games,3,67.34,0.0,202.02,East,Online,New
101227,2023-02-07,10821,5291,Office Supplies,1,86.05,0.0,86.05,East,Offline,Returning
121734,2023-02-07,5526,5257,Grocery,5,15.55,0.0,77.75,North,Online,New
104900,2023-02-07,4750,5431,Books,7,58.53,0.05,389.22,Central,Online,New
148991,2023-02-07,10104,5268,Books,1,59.94,0.0,59.94,South,Offline,New
147389,2023-02-07,7836,5388,Sports & Outdoors,2,798.45,0.0,1596.9,South,Online,Returning
144753,2023-02-07,9289,5384,Automotive,3,30.44,0.0,91.32,East,Online,Returning
115363,2023-02-07,5228,5314,Books,3,49.67,0.05,141.56,South,Offline,Returning
147010,2023-02-07,1358,5370,Automotive,6,606.29,0.25,2728.3,North,Online,Returning
106279,2023-02-07,4511,5058,Electronics,1,300.98,0.05,285.93,West,Online,Returning
115781,2023-02-07,2437,5159,Office Supplies,7,39.67,0.0,277.69,North,Online,Returning
144999,2023-02-07,6865,5095,Books,6,34.56,0.0,207.36,South,Offline,Returning
141054,2023-02-07,9259,5266,Electronics,4,1967.54,0.0,7870.16,Central,Online,New
110491,2023-02-07,7253,5412,Grocery,2,59.21,0.05,112.5,South,Offline,Returning
142329,2023-02-07,10335,5374,Electronics,1,270.56,0.05,257.03,North,Online,Returning
118689,2023-02-07,2749,5339,Sports & Outdoors,1,794.2,0.2,635.36,West,Offline,Returning
137144,2023-02-07,5285,5251,Beauty & Personal Care,1,132.23,0.0,132.23,South,Online,New
133170,2023-02-07,3660,5005,Beauty & Personal Care,1,46.21,0.0,46.21,Central,Online,New
118709,2023-02-07,7173,5084,Office Supplies,5,36.77,0.0,183.85,West,Online,Returning
100072,2023-02-07,2588,5190,Pet Supplies,3,64.95,0.05,185.11,South,Online,New
146431,2023-02-07,4850,5044,Health & Wellness,3,49.42,0.05,140.85,South,Online,Returning
131619,2023-02-07,8352,5263,Pet Supplies,1,63.8,0.1,57.42,South,Offline,New
114574,2023-02-07,3402,5479,Home & Kitchen,2,442.74,0.1,796.93,North,Online,Returning
140283,2023-02-07,3501,5281,Home & Kitchen,4,399.53,0.15,1358.4,Central,Offline,Returning
122192,2023-02-07,7655,5335,Toys & Games,1,149.79,0.0,149.79,Central,Offline,Returning
103615,2023-02-07,7163,5158,Clothing,3,38.02,0.0,114.06,North,Offline,Returning
114641,2023-02-07,4117,5005,Health & Wellness,1,132.65,0.15,112.75,North,Offline,New
130096,2023-02-07,6327,5045,Electronics,4,1277.53,0.1,4599.11,North,Online,Returning
106594,2023-02-07,6555,5331,Toys & Games,7,25.22,0.0,176.54,Central,Offline,Returning
112853,2023-02-07,10417,5495,Electronics,2,187.81,0.0,375.62,North,Offline,Returning
127363,2023-02-07,4749,5061,Books,3,25.72,0.1,69.44,South,Offline,Returning
139138,2023-02-07,1086,5189,Home & Kitchen,1,134.77,0.05,128.03,Central,Online,New
119610,2023-02-07,3073,5358,Health & Wellness,5,168.44,0.05,800.09,North,Online,Returning
144638,2023-02-07,2454,5021,Toys & Games,2,86.35,0.0,172.7,Central,Offline,Returning
134954,2023-02-07,6538,5135,Clothing,1,24.27,0.05,23.06,Central,Online,Returning
112657,2023-02-07,6508,5162,Electronics,1,917.59,0.05,871.71,Central,Online,Returning
101926,2023-02-07,8550,5428,Sports & Outdoors,2,296.03,0.0,592.06,North,Offline,Returning
118041,2023-02-07,9416,5157,Grocery,3,54.12,0.1,146.12,North,Online,Returning
127633,2023-02-07,8272,5290,Electronics,3,60.13,0.05,171.37,East,Online,New
132421,2023-02-08,8778,5078,Grocery,1,41.2,0.05,39.14,West,Online,Returning
102449,2023-02-08,2680,5489,Home & Kitchen,6,308.78,0.05,1760.05,South,Offline,Returning
126370,2023-02-08,4207,5218,Grocery,2,37.43,0.15,63.63,Central,Online,Returning
117481,2023-02-08,2461,5105,Clothing,4,148.17,0.05,563.05,Central,Online,Returning
103973,2023-02-08,10345,5243,Clothing,2,171.94,0.0,343.88,North,Online,Returning
146525,2023-02-08,7259,5255,Sports & Outdoors,1,631.5,0.0,631.5,North,Online,Returning
115405,2023-02-08,3772,5409,Clothing,1,135.49,0.0,135.49,South,Offline,Returning
128702,2023-02-08,3901,5381,Beauty & Personal Care,1,30.17,0.05,28.66,East,Offline,Returning
114716,2023-02-08,6858,5301,Toys & Games,1,107.45,0.0,107.45,Central,Online,Returning
127120,2023-02-08,8581,5359,Pet Supplies,1,56.79,0.0,56.79,North,Online,New
121701,2023-02-08,2851,5307,Electronics,2,1791.14,0.2,2865.82,Central,Offline,New
104373,2023-02-08,5583,5405,Automotive,2,480.43,0.0,960.86,North,Offline,Returning
147167,2023-02-08,5216,5224,Clothing,6,135.09,0.2,648.43,North,Online,New
115731,2023-02-08,8264,5484,Health & Wellness,3,169.4,0.1,457.38,West,Offline,Returning
114512,2023-02-08,10052,5297,Books,1,53.7,0.05,51.02,Central,Offline,Returning
135621,2023-02-08,2767,5222,Sports & Outdoors,2,51.01,0.1,91.82,Central,Online,Returning
106635,2023-02-08,8046,5105,Home & Kitchen,8,167.17,0.1,1203.62,Central,Offline,Returning
119707,2023-02-08,2561,5441,Electronics,1,247.16,0.15,210.09,North,Online,Returning
127355,2023-02-08,4414,5369,Automotive,7,289.71,0.15,1723.77,North,Online,New
148032,2023-02-08,1034,5386,Pet Supplies,5,98.58,0.05,468.25,North,Offline,Returning
123118,2023-02-08,8210,5291,Sports & Outdoors,3,486.46,0.0,1459.38,West,Online,Returning
138296,2023-02-08,2271,5097,Health & Wellness,8,284.37,0.1,2047.46,West,Offline,Returning
139647,2023-02-08,9186,5441,Books,2,52.45,0.05,99.66,Central,Offline,Returning
126279,2023-02-08,5730,5008,Electronics,4,1991.63,0.05,7568.19,North,Online,Returning
101369,2023-02-08,2753,5229,Home & Kitchen,5,479.21,0.05,2276.25,South,Online,Returning
118727,2023-02-08,5177,5279,Clothing,1,148.18,0.0,148.18,North,Online,New
143650,2023-02-08,10395,5386,Toys & Games,3,97.12,0.0,291.36,West,Online,Returning
119935,2023-02-08,4253,5072,Toys & Games,1,62.76,0.0,62.76,North,Offline,New
139194,2023-02-08,1966,5169,Sports & Outdoors,1,378.09,0.0,378.09,South,Offline,Returning
145164,2023-02-08,3100,5477,Beauty & Personal Care,1,72.11,0.1,64.9,West,Online,New
135048,2023-02-08,2533,5011,Pet Supplies,3,99.14,0.05,282.55,East,Online,Returning
113022,2023-02-08,10712,5266,Grocery,1,57.49,0.0,57.49,East,Online,New
119749,2023-02-08,3844,5192,Automotive,2,766.28,0.1,1379.3,North,Offline,New
137171,2023-02-08,5395,5310,Clothing,1,34.64,0.05,32.91,West,Online,New
128001,2023-02-08,7070,5371,Beauty & Personal Care,4,102.54,0.05,389.65,South,Online,New
135706,2023-02-08,2641,5119,Beauty & Personal Care,1,141.01,0.05,133.96,Central,Online,Returning
112194,2023-02-09,6669,5181,Automotive,7,650.37,0.1,4097.33,Central,Online,Returning
148693,2023-02-09,5485,5311,Toys & Games,1,136.44,0.05,129.62,North,Offline,Returning
103887,2023-02-09,9888,5207,Grocery,2,50.29,0.0,100.58,Central,Online,Returning
142821,2023-02-09,6634,5089,Electronics,1,779.81,0.15,662.84,East,Online,Returning
132616,2023-02-09,2668,5093,Automotive,1,847.37,0.0,847.37,Central,Online,New
105930,2023-02-09,2580,5442,Clothing,3,17.81,0.0,53.43,South,Online,Returning
146634,2023-02-09,5606,5136,Home & Kitchen,1,408.74,0.0,408.74,Central,Online,New
128377,2023-02-09,2856,5364,Grocery,2,40.24,0.0,80.48,West,Offline,Returning
146753,2023-02-09,4521,5132,Beauty & Personal Care,1,15.34,0.0,15.34,West,Online,Returning
109697,2023-02-09,4120,5194,Clothing,2,81.4,0.2,130.24,Central,Online,Returning
128294,2023-02-09,2446,5052,Sports & Outdoors,2,157.57,0.05,299.38,South,Offline,Returning
144734,2023-02-09,7061,5420,Sports & Outdoors,4,45.23,0.0,180.92,West,Online,New
121807,2023-02-09,5929,5453,Grocery,4,31.99,0.25,95.97,South,Online,New
100727,2023-02-09,7433,5438,Toys & Games,7,125.0,0.05,831.25,West,Online,Returning
116658,2023-02-09,1671,5070,Electronics,3,798.53,0.0,2395.59,South,Online,Returning
119374,2023-02-09,3873,5407,Home & Kitchen,1,276.15,0.05,262.34,West,Online,Returning
113438,2023-02-09,1779,5068,Toys & Games,1,51.36,0.0,51.36,South,Online,Returning
116440,2023-02-09,9733,5216,Sports & Outdoors,10,539.45,0.05,5124.77,Central,Offline,New
146700,2023-02-09,3463,5204,Clothing,2,42.31,0.05,80.39,West,Online,Returning
134645,2023-02-09,4314,5172,Automotive,1,800.32,0.1,720.29,West,Online,New
143748,2023-02-09,7140,5066,Clothing,5,131.91,0.1,593.6,North,Online,Returning
126787,2023-02-09,7948,5167,Office Supplies,2,138.04,0.25,207.06,South,Online,New
124931,2023-02-09,3776,5497,Electronics,2,1444.47,0.0,2888.94,North,Offline,New
141615,2023-02-09,7166,5132,Electronics,2,380.5,0.1,684.9,North,Offline,Returning
102391,2023-02-09,3299,5075,Automotive,1,609.15,0.15,517.78,North,Offline,New
149275,2023-02-09,5485,5339,Clothing,1,36.66,0.0,36.66,East,Offline,New
139507,2023-02-09,2103,5497,Clothing,1,72.86,0.1,65.57,West,Online,Returning
126684,2023-02-09,7032,5341,Clothing,2,139.89,0.0,279.78,North,Online,Returning
104584,2023-02-09,5488,5497,Books,1,10.97,0.1,9.87,South,Online,Returning
137317,2023-02-09,5715,5445,Clothing,7,20.81,0.25,109.25,East,Offline,New
129136,2023-02-09,3632,5355,Home & Kitchen,3,54.94,0.1,148.34,North,Offline,Returning
101328,2023-02-09,4327,5429,Grocery,1,80.29,0.05,76.28,West,Offline,New
108833,2023-02-09,5004,5135,Pet Supplies,5,56.54,0.05,268.56,East,Offline,New
101205,2023-02-09,9987,5492,Grocery,1,72.41,0.25,54.31,North,Online,New
123094,2023-02-09,7021,5146,Grocery,1,43.29,0.1,38.96,South,Online,New
106740,2023-02-09,2099,5446,Electronics,3,167.55,0.05,477.52,South,Online,Returning
114937,2023-02-09,4725,5145,Office Supplies,1,134.99,0.05,128.24,East,Offline,Returning
123048,2023-02-09,10234,5086,Home & Kitchen,1,395.78,0.05,375.99,Central,Offline,Returning
119252,2023-02-09,7750,5247,Grocery,5,84.36,0.0,421.8,West,Online,Returning
102042,2023-02-09,1899,5224,Health & Wellness,1,232.4,0.05,220.78,North,Offline,New
108950,2023-02-09,1223,5193,Electronics,3,1950.86,0.05,5559.95,South,Offline,New
108185,2023-02-09,10806,5346,Electronics,1,998.22,0.0,998.22,North,Offline,New
135289,2023-02-09,6166,5369,Home & Kitchen,3,303.16,0.05,864.01,West,Offline,New
104406,2023-02-10,1069,5470,Sports & Outdoors,2,791.94,0.05,1504.69,Central,Online,New
104498,2023-02-10,7931,5486,Automotive,10,643.05,0.0,6430.5,North,Offline,New
108831,2023-02-10,3885,5374,Grocery,1,51.22,0.05,48.66,Central,Online,Returning
116132,2023-02-10,9821,5059,Home & Kitchen,3,56.56,0.05,161.2,East,Offline,Returning
120897,2023-02-10,7093,5165,Office Supplies,1,136.78,0.1,123.1,East,Online,Returning
107777,2023-02-10,7885,5281,Sports & Outdoors,4,637.06,0.0,2548.24,South,Offline,Returning
135799,2023-02-10,5169,5245,Home & Kitchen,2,308.84,0.0,617.68,East,Offline,Returning
138619,2023-02-10,1868,5395,Clothing,1,100.28,0.0,100.28,Central,Online,Returning
126357,2023-02-10,2011,5421,Health & Wellness,1,80.4,0.0,80.4,South,Online,Returning
124365,2023-02-10,6181,5182,Electronics,2,1519.69,0.0,3039.38,West,Offline,Returning
117361,2023-02-10,3024,5030,Electronics,1,692.52,0.0,692.52,East,Offline,New
140574,2023-02-10,2316,5063,Home & Kitchen,1,420.69,0.0,420.69,West,Offline,Returning
145961,2023-02-10,5818,5237,Electronics,3,1328.22,0.0,3984.66,North,Offline,Returning
119157,2023-02-10,4260,5430,Home & Kitchen,3,170.87,0.0,512.61,North,Online,Returning
137911,2023-02-10,9267,5295,Health & Wellness,1,132.64,0.05,126.01,West,Offline,Returning
119091,2023-02-10,7494,5436,Sports & Outdoors,2,426.3,0.0,852.6,East,Offline,New
139076,2023-02-10,6988,5189,Grocery,2,17.11,0.15,29.09,East,Offline,Returning
110130,2023-02-10,2228,5121,Office Supplies,1,145.93,0.25,109.45,West,Online,Returning
146903,2023-02-10,9104,5444,Office Supplies,4,76.37,0.1,274.93,South,Offline,New
119679,2023-02-10,7524,5107,Grocery,2,61.09,0.1,109.96,East,Online,Returning
111555,2023-02-10,7434,5210,Home & Kitchen,1,379.34,0.0,379.34,Central,Offline,Returning
139454,2023-02-10,4586,5266,Grocery,4,72.6,0.1,261.36,East,Online,New
129255,2023-02-10,5779,5468,Sports & Outdoors,3,270.94,0.2,650.26,South,Offline,Returning
138629,2023-02-10,2133,5395,Electronics,2,449.55,0.1,809.19,West,Offline,Returning
149659,2023-02-10,10153,5416,Sports & Outdoors,4,243.51,0.0,974.04,West,Online,Returning
110629,2023-02-10,4163,5046,Electronics,3,1313.41,0.15,3349.2,South,Online,Returning
101345,2023-02-10,3559,5234,Sports & Outdoors,1,485.88,0.0,485.88,West,Online,Returning
120505,2023-02-10,5170,5462,Electronics,3,1764.34,0.05,5028.37,South,Online,New
131745,2023-02-10,3745,5083,Sports & Outdoors,3,63.11,0.0,189.33,North,Online,New
121955,2023-02-10,3622,5405,Toys & Games,2,115.69,0.0,231.38,South,Offline,New
109013,2023-02-10,8273,5394,Beauty & Personal Care,1,138.44,0.1,124.6,East,Offline,New
120796,2023-02-10,9086,5445,Automotive,7,169.74,0.15,1009.95,Central,Offline,Returning
121648,2023-02-10,6129,5148,Clothing,3,97.9,0.0,293.7,North,Online,Returning
134005,2023-02-10,8239,5134,Clothing,1,141.5,0.05,134.42,South,Offline,New
129195,2023-02-10,6139,5065,Electronics,1,206.81,0.0,206.81,South,Online,New
111079,2023-02-10,5997,5140,Grocery,6,10.02,0.25,45.09,North,Offline,Returning
134642,2023-02-10,10951,5259,Beauty & Personal Care,5,116.13,0.2,464.52,West,Offline,Returning
101763,2023-02-11,3682,5115,Health & Wellness,2,152.17,0.0,304.34,South,Online,Returning
